Solar,Wind
0.192901407,0.021116823
0.072352126,0.021382836
0.006122199,0.025781948
0,0.028430082
0,0.029152332
0,0.026706626
0,0.025456606
0,0.025299999
0,0.026296295
0,0.027364648
0,0.027217913
0,0.025426227
0,0.026393758
0,0.024863581
0,0.024025105
0,0.02040537
0.007661643,0.016461533
0.090469122,0.01276554
0.216462438,0.007163626
0.319702901,0.005097989
0.385385564,0.005344028
0.406835123,0.007247701
0.375348014,0.008517896
0.302200434,0.009830133
0.194796061,0.009095559
0.071418062,0.014337398
0.006159432,0.023764681
0,0.035266106
0,0.044708176
0,0.046438389
0,0.044450062
0,0.04297142
0,0.044046874
0,0.04828602
0,0.051639951
0,0.055837489
0,0.058230387
0,0.059491318
0,0.057857897
0,0.05691102
0.007293474,0.059004199
0.078872517,0.060312794
0.19309159,0.050245324
0.285949384,0.049805374
0.353541953,0.058372738
0.370252109,0.068630337
0.345881194,0.074116347
0.276802657,0.073798506
0.179203889,0.063744638
0.06832364,0.064889792
0.006843221,0.070283227
0,0.078893667
0,0.086841199
0,0.088674415
0,0.089518176
0,0.083811789
0,0.084640112
0,0.084089516
0,0.083112264
0,0.083438076
0,0.08802152
0,0.089543693
0,0.091322403
0,0.089675144
0.008141206,0.085030652
0.09035287,0.077602516
0.216193383,0.060503998
0.320584312,0.052647739
0.385013122,0.050392966
0.401304603,0.050216187
0.372930612,0.048507717
0.299475883,0.04657547
0.190838636,0.040753409
0.070101529,0.043688214
0.006892147,0.047688886
0,0.054218896
0,0.061753803
0,0.066940981
0,0.069098257
0,0.068739199
0,0.066486772
0,0.065091426
0,0.064849347
0,0.068545218
0,0.076656776
0,0.089828694
0,0.103815182
0,0.109356899
0.008392268,0.104200218
0.094080225,0.092820719
0.222541763,0.073028475
0.328170147,0.065041461
0.397730907,0.066352361
0.417390445,0.068326357
0.388561991,0.070554272
0.31869926,0.076278365
0.211953339,0.083345277
0.083283577,0.088725408
0.008702195,0.10303592
0,0.115831682
0,0.121979918
0,0.115411089
0,0.106063228
0,0.094796684
0,0.08663058
0,0.081323303
0,0.074965272
0,0.070965967
0,0.060570919
0,0.058846076
0,0.063258471
0,0.064826634
0.009187848,0.060656823
0.100300451,0.049722976
0.235152084,0.035525461
0.341105971,0.023468751
0.412184564,0.02159753
0.432664849,0.021687856
0.398255547,0.020581846
0.32022435,0.01807608
0.206825378,0.01445399
0.079500409,0.015420256
0.008408193,0.018885955
0,0.02241498
0,0.026077289
0,0.028143294
0,0.027692179
0,0.025187015
0,0.023655525
0,0.024576547
0,0.026339463
0,0.0296778
0,0.030910971
0,0.032950826
0,0.040378592
0,0.045212276
0.008629193,0.048471732
0.09828777,0.045913506
0.237663726,0.030976756
0.350895155,0.023908576
0.423144791,0.027891973
0.445983128,0.035634691
0.41354643,0.046775604
0.335311303,0.055727159
0.215859828,0.048168635
0.079586027,0.052518249
0.007133032,0.053159908
2.55123E-08,0.048224133
0,0.041034206
0,0.035449019
0,0.034203716
0,0.033549626
0,0.029841799
0,0.026529582
0,0.021957895
0,0.017149336
0,0.018889586
0,0.020394482
0,0.026457907
0,0.026259102
0.010137114,0.021766121
0.100018705,0.018427737
0.235578109,0.014214803
0.345170757,0.012179189
0.417771287,0.014577048
0.436967382,0.019404554
0.403791092,0.026021723
0.332963418,0.029046858
0.222348624,0.026728341
0.090102572,0.03783787
0.009952429,0.051601931
1.83644E-07,0.054796177
0,0.050332739
0,0.047449102
0,0.04804203
0,0.053267968
0,0.057988161
0,0.058586471
0,0.053410815
0,0.046599935
0,0.045744314
0,0.042841249
0,0.045321166
0,0.050732855
0.009820863,0.052906101
0.095418173,0.041677518
0.224183226,0.020691796
0.325416508,0.010316777
0.394873585,0.008399777
0.420600354,0.009608129
0.391180014,0.013413751
0.32157048,0.016399876
0.213898833,0.017214975
0.090939385,0.026405515
0.01121912,0.044031297
5.7617E-07,0.058469976
0,0.061072095
0,0.058271763
0,0.054738193
0,0.055173169
0,0.056430228
0,0.060009339
0,0.063957932
0,0.07227075
0,0.083914568
0,0.084122461
0,0.084105687
0,0.08670492
0.011518751,0.092057745
0.114889015,0.092679971
0.260724558,0.087763042
0.371893473,0.078532733
0.444761981,0.083336408
0.467026949,0.093354956
0.436696893,0.111341457
0.361176832,0.134891319
0.244079527,0.166358082
0.100509156,0.189105127
0.011483333,0.212029945
1.14243E-06,0.218357398
0,0.214379841
0,0.208493199
0,0.198496961
0,0.186283201
0,0.172267684
0,0.161872595
0,0.145889694
0,0.12951571
0,0.122633257
0,0.114397777
0,0.102791221
0,0.092999714
0.011930512,0.083321912
0.101265621,0.069499135
0.22930964,0.046852904
0.334127571,0.032578429
0.403289224,0.02656754
0.427213351,0.023438138
0.403807628,0.020725605
0.335565557,0.01877903
0.228287755,0.021069256
0.095613066,0.026015372
0.012159367,0.030824121
2.72485E-06,0.035962988
0,0.040694411
0,0.043655864
0,0.043991696
0,0.04502353
0,0.045417913
0,0.046554529
0,0.048700767
0,0.047655605
0,0.045235337
0,0.039847794
0,0.035144256
0,0.031875458
0.012629806,0.030512985
0.112336399,0.028748003
0.245835649,0.023739594
0.352149602,0.016759618
0.42075811,0.01416002
0.43562059,0.011019365
0.400779712,0.008704961
0.326576607,0.006272269
0.219717809,0.005834977
0.090831395,0.005493295
0.010977805,0.007493514
4.35035E-06,0.010001434
0,0.01073134
0,0.008209731
0,0.006013147
0,0.005294522
0,0.004481848
0,0.004800798
0,0.00523306
0,0.007077664
0,0.011766464
0,0.018257994
0,0.025504291
1.51715E-08,0.027320004
0.013002641,0.025721597
0.113824148,0.022603221
0.252027322,0.019232701
0.363226524,0.014370702
0.436721759,0.014373831
0.464208655,0.015835467
0.434227947,0.017872851
0.357887447,0.018943475
0.242983088,0.018062214
0.104653777,0.02448945
0.013784328,0.032357002
7.91901E-06,0.037292892
0,0.037855263
0,0.035326099
0,0.034922941
0,0.036746389
0,0.038180729
0,0.040796309
0,0.042049842
0,0.042409402
0,0.043628156
0,0.043599281
0,0.043025765
7.55247E-08,0.037036667
0.014617206,0.02900555
0.122732329,0.02308122
0.267125582,0.015413654
0.374613237,0.011593665
0.445983221,0.012311352
0.469358418,0.012398803
0.441274509,0.010757546
0.367939414,0.009052989
0.254899513,0.008825665
0.112588112,0.01343253
0.015345024,0.019352663
1.22482E-05,0.026289625
0,0.030898854
0,0.031604239
0,0.03124433
0,0.033458126
0,0.034946541
0,0.036177678
0,0.03685566
0,0.035781431
0,0.035297111
0,0.033071599
0,0.030972346
1.66638E-07,0.028023367
0.015419266,0.025294872
0.127158278,0.022210974
0.275127222,0.017557223
0.383738902,0.013702043
0.456079756,0.012857008
0.479212899,0.013426161
0.449159825,0.01402891
0.374276637,0.015740627
0.258198445,0.012557671
0.113893165,0.01823202
0.015347086,0.022565033
1.63266E-05,0.025373724
0,0.026608162
0,0.02740228
0,0.028725496
0,0.03046126
0,0.031344552
0,0.031894948
0,0.033367546
0,0.033091262
0,0.033195795
0,0.0329499
0,0.033115067
5.32366E-07,0.029044135
0.016094633,0.021421787
0.126035314,0.014932148
0.269000165,0.009133917
0.380737883,0.007419067
0.453551204,0.007825678
0.480323147,0.008879923
0.449441562,0.010356428
0.374819097,0.010840145
0.259884383,0.008791024
0.116576877,0.012624064
0.01687545,0.019622573
2.45335E-05,0.023716403
0,0.024605958
0,0.020152648
0,0.016117508
0,0.014508899
0,0.012897417
0,0.011038329
0,0.010152146
0,0.009219192
0,0.010202527
0,0.011052635
0,0.011590117
1.04274E-06,0.009597924
0.015341559,0.006582666
0.121176708,0.00511574
0.266476839,0.003002421
0.374905859,0.000804023
0.450110622,0.000560399
0.475986868,0.00096643
0.446922659,0.001317795
0.375591137,0.001756455
0.263341536,0.003526859
0.121754402,0.007129808
0.018784242,0.016994795
3.4856E-05,0.028191231
0,0.035922432
0,0.0374565
0,0.035311107
0,0.034637082
0,0.035334743
0,0.034428701
0,0.034358936
0,0.033057326
0,0.030186467
0,0.030213173
0,0.030520286
1.98975E-06,0.030515885
0.018368049,0.028226458
0.138179793,0.02333928
0.289957364,0.014210701
0.403057426,0.01101835
0.477203853,0.010616365
0.502430481,0.010703803
0.471922945,0.010999498
0.396366816,0.011354971
0.278745155,0.013471627
0.129350139,0.020652078
0.020031207,0.033940749
4.64028E-05,0.049391158
0,0.062497624
0,0.065214588
0,0.063730625
0,0.061639686
0,0.059896795
0,0.06056396
0,0.063230579
0,0.067790868
0,0.072684835
0,0.080097531
0,0.082763779
3.86721E-06,0.080295572
0.019789168,0.078313855
0.141287707,0.068741645
0.293095772,0.056528888
0.407026879,0.050262226
0.480090634,0.049434542
0.50224521,0.047740732
0.471094559,0.048173176
0.394508242,0.04670203
0.278188836,0.041929768
0.129995049,0.039319796
0.020340387,0.041617812
5.84966E-05,0.042136296
0,0.042339747
0,0.037557124
0,0.034210629
0,0.03207865
0,0.029548522
0,0.026864517
0,0.024428809
0,0.024128428
0,0.026591678
0,0.028899994
0,0.030956651
6.26061E-06,0.030347249
0.020023957,0.027316634
0.141516562,0.022978033
0.293548247,0.017564554
0.406572155,0.013956398
0.48068695,0.016062336
0.504540908,0.021859909
0.474136516,0.029810094
0.399472436,0.036877549
0.28186558,0.043120673
0.131193656,0.049740872
0.020694267,0.063840133
7.29224E-05,0.072623565
0,0.077459272
0,0.076075677
0,0.071438427
0,0.070807257
0,0.073723857
0,0.079244276
0,0.081982818
0,0.082524126
0,0.072797786
0,0.06742517
0,0.063647261
9.9508E-06,0.060175987
0.020922441,0.057353638
0.136538312,0.047150266
0.279436777,0.030631704
0.390466493,0.024697391
0.466584524,0.023237859
0.491816687,0.023679134
0.459801116,0.026376217
0.389143184,0.030718759
0.273301807,0.030401519
0.128943878,0.035025817
0.021672047,0.040469837
9.15365E-05,0.044669627
0,0.04611198
0,0.042847665
0,0.03987205
0,0.038871792
0,0.03707602
0,0.033563967
0,0.029372509
0,0.024904926
0,0.025425977
0,0.02273176
0,0.019659755
1.49575E-05,0.019727292
0.022455342,0.021947825
0.142805448,0.022449401
0.288522442,0.01789039
0.396941187,0.008020076
0.470674096,0.00731001
0.497469929,0.006829342
0.467480761,0.00721383
0.393926332,0.008198082
0.279301381,0.010198455
0.13573751,0.013769702
0.02396607,0.020074492
0.000118294,0.025184638
0,0.026854682
0,0.024525184
0,0.021184598
0,0.019394901
0,0.018017672
0,0.016939829
0,0.015309902
0,0.013208827
0,0.012063664
0,0.008154956
0,0.007295059
2.23401E-05,0.008707848
0.023551307,0.009906606
0.145758268,0.008930923
0.291084007,0.006235524
0.401063513,0.002506551
0.47413643,0.003053497
0.498498787,0.004526717
0.467268274,0.005244208
0.391864169,0.005394644
0.277876466,0.005048947
0.133013347,0.007361931
0.022224004,0.009595313
0.000138061,0.011239991
0,0.014011328
0,0.018976871
0,0.023857354
0,0.024301208
0,0.0256068
0,0.024174678
0,0.022775437
0,0.019497005
0,0.024554331
0,0.028422327
0,0.030562517
3.25055E-05,0.029400146
0.025159515,0.028277357
0.15196811,0.025862656
0.303427755,0.016792949
0.413229084,0.01001297
0.486788972,0.009129333
0.512555275,0.009311201
0.483070728,0.010907345
0.40876402,0.012078178
0.295304135,0.014774506
0.146632362,0.019939484
0.027507468,0.032265749
0.000191276,0.043440539
0,0.050169719
0,0.05309304
0,0.050628735
0,0.048771616
0,0.048779175
0,0.0488809
0,0.049069981
0,0.049488202
0,0.056674937
0,0.060250174
0,0.065780358
4.63074E-05,0.073555493
0.027276974,0.082117931
0.159863941,0.082061902
0.313105279,0.073353239
0.422432724,0.066948257
0.495562503,0.069195316
0.5202626,0.072508584
0.490253021,0.07477918
0.416052599,0.078816042
0.301620095,0.08681241
0.151744241,0.103784826
0.029362541,0.131639696
0.000234001,0.152803552
0,0.164627982
0,0.168641182
0,0.165079124
0,0.159579324
0,0.157349063
0,0.154958138
0,0.152026449
0,0.147442808
0,0.143852267
0.00E+00,0.141453109
0,0.14069232
6.59843E-05,0.136640825
0.029724277,0.133521776
0.165921063,0.123437386
0.320237351,0.098898615
0.432961749,0.088005808
0.506288452,0.086465067
0.530035281,0.08684881
0.499545272,0.088954643
0.424079051,0.088446336
0.308427513,0.082907975
0.1564336,0.080233913
0.030607768,0.083309711
0.000278225,0.084879725
0,0.088069607
0,0.091258609
0,0.096182609
0,0.100929933
0,0.102592815
0,0.101496703
0,0.100044756
0,0.098960129
0,0.098237978
0.00E+00,0.097558102
0,0.097399941
9.06185E-05,0.091422062
0.03049107,0.087159263
0.161509985,0.077180655
0.311415697,0.057467308
0.42165604,0.043239869
0.494621369,0.043020525
0.520283562,0.042857502
0.488899145,0.04361417
0.414184924,0.043363589
0.299722881,0.042048899
0.153438378,0.045096112
0.031439898,0.057707944
0.000334968,0.07254352
0,0.084628027
0,0.08209879
0,0.075694522
0,0.072338798
0,0.076402294
0,0.08396163
0,0.095820584
0,0.109341276
0,0.107264456
0.00E+00,0.095262297
0,0.086616103
0.000115667,0.092035743
0.031755971,0.094435334
0.163337128,0.080317014
0.30806469,0.060979961
0.411013068,0.057309173
0.479690761,0.072020221
0.498858297,0.088858997
0.470745669,0.099362478
0.400097359,0.100815768
0.293189867,0.10546136
0.151429065,0.124920419
0.03163214,0.148486719
0.000362436,0.156802932
0,0.155288972
0,0.149500319
0,0.151132058
0,0.15539345
0,0.156693354
0,0.151115469
0,0.137591263
0,0.128830472
0,0.135638059
0.00E+00,0.130530536
0,0.138430706
0.000146234,0.14970692
0.029872202,0.146111468
0.15318725,0.119083524
0.298199278,0.08962309
0.405732593,0.07866609
0.479324563,0.075898228
0.512987358,0.079870962
0.481654843,0.10101891
0.407423065,0.12125428
0.295049701,0.139542221
0.150836838,0.146684123
0.030864155,0.160685343
0.000448579,0.164460334
0,0.174438884
0,0.18881812
0,0.199392493
0,0.208708418
0,0.224267612
0,0.249161395
0,0.269728836
0,0.293242853
0,0.316755316
0.00E+00,0.340826709
0,0.346567825
0.000207672,0.344891769
0.037077527,0.337106015
0.17481062,0.31796698
0.321874273,0.291526137
0.430226441,0.29223555
0.503482937,0.307179586
0.527437839,0.314493361
0.494119204,0.314939437
0.417496804,0.307364597
0.301095336,0.311679615
0.151302439,0.30690403
0.030893784,0.29827924
0.000411654,0.300418347
0,0.30302792
0,0.304688341
0,0.306672754
0,0.309364223
0,0.314553406
0,0.318748086
0,0.319113876
0,0.317519171
0,0.306979766
0.00E+00,0.306781127
0,0.305868219
0.00027405,0.30389404
0.03745744,0.297626165
0.160040419,0.264351603
0.295178469,0.258789566
0.405462543,0.267871917
0.476658756,0.268822337
0.499920624,0.267452368
0.470678846,0.26573675
0.398607369,0.25936165
0.288901675,0.234299516
0.148740098,0.231999819
0.032575366,0.230420205
0.00060903,0.24012586
0,0.245842212
0,0.248558707
0,0.246875175
0,0.241560493
0,0.237772101
0,0.234746693
0,0.235376066
0,0.234574479
0,0.224010754
0.00E+00,0.214441098
0,0.204243021
0.000348209,0.200719662
0.039504315,0.194747625
0.18175705,0.160206413
0.337805897,0.123683551
0.451669387,0.121062654
0.527961668,0.124482243
0.556089843,0.132726608
0.523199289,0.14289771
0.4455111,0.153009704
0.324762348,0.152106855
0.169036522,0.157918876
0.036886294,0.161043772
0.000646082,0.15960272
0,0.156717728
0,0.15232147
0,0.149534956
0,0.145134588
0,0.14281475
0,0.13816988
0,0.128343278
0,0.117675299
0,0.102115736
0.00E+00,0.097984548
0,0.097272337
0.00039768,0.087941045
0.04120052,0.075073486
0.176995361,0.057432346
0.324138482,0.042650238
0.432411885,0.037669891
0.498502131,0.03511237
0.519832874,0.032958314
0.483279487,0.032359828
0.408830179,0.03008928
0.294099752,0.032448634
0.15607769,0.032802552
0.037327252,0.037349749
0.000850854,0.03910552
0,0.038059789
0,0.034849749
0,0.029426569
0,0.025385938
0,0.025005551
0,0.031391946
0,0.037004693
0,0.045622405
0,0.059091584
0.00E+00,0.060670252
0,0.060965829
0.000452222,0.05902926
0.038645612,0.052030302
0.173652153,0.038457921
0.325751835,0.020424184
0.436144125,0.020134135
0.50550604,0.025349414
0.542839154,0.030972062
0.509509378,0.032062703
0.436306944,0.032018301
0.322609425,0.029468042
0.173736932,0.030159668
0.04096827,0.04209203
0.000919954,0.057211005
0,0.062970497
0,0.060912174
0,0.05938755
0,0.056620175
0,0.053811147
0,0.052633078
0,0.055834492
0,0.061411393
0,0.068719213
0.00E+00,0.067858415
0,0.072297274
0.000623098,0.070722022
0.046097324,0.067342498
0.192665285,0.058004225
0.345118068,0.041854004
0.455573302,0.05551028
0.527175596,0.070824936
0.55245863,0.082833731
0.517223748,0.088875869
0.440431897,0.095360502
0.319613671,0.084526253
0.168481346,0.094104969
4.04E-02,0.107793323
0.000969621,0.118335335
0,0.129068018
0,0.140733783
0,0.150755707
0,0.16130101
0,0.172138268
0,0.184927292
0,0.194830542
0,0.202596911
0,0.204865842
0.00E+00,0.193008206
0,0.183334502
0.000465485,0.1726015
0.029068492,0.161933086
0.126713814,0.142036615
0.248676312,0.132427185
0.355803439,0.134634679
0.441259826,0.140263633
0.480334552,0.139741229
0.460171814,0.132587444
0.398546742,0.123587721
0.297400484,0.122477775
0.167011154,0.110684098
4.38E-02,0.108001947
0.00119249,0.117821823
0,0.129224376
0,0.142283396
0,0.147653539
0,0.145797985
0,0.141459003
0,0.131020265
0,0.121139075
0,0.112205994
0,0.102218962
0.00E+00,0.096628301
0,0.09603292
0.000711861,0.095427724
0.042410339,0.088680249
0.178723636,0.072327913
0.332820579,0.065786607
0.44854776,0.075421983
0.527848751,0.0911607
0.556748377,0.106897269
0.527175817,0.11509558
0.455628006,0.113078649
0.34279541,0.094005845
0.192260695,0.07469146
5.07E-02,0.071516719
0.001397203,0.075636666
0,0.07836253
0,0.078985026
0,0.078885621
0,0.078564411
0,0.078666222
0,0.078203303
0,0.078289247
0,0.077944414
0,0.08115598
0.00E+00,0.085788137
0,0.095543503
0.001075357,0.09998484
0.055494053,0.09503064
0.210909683,0.079847499
0.368320765,0.056471331
0.477386696,0.053712688
0.550314809,0.058027686
0.572845286,0.06437169
0.541601422,0.070491734
0.467246415,0.07672005
0.351686414,0.080427676
0.197782251,0.09038152
5.27E-02,0.102781028
0.001575534,0.110098378
0,0.115184296
0,0.117756393
0,0.115961274
0,0.114281222
0,0.107506138
0,0.102375731
0,0.0961241
0,0.091818132
0,0.08758181
0.00E+00,0.090911627
0,0.103015675
0.001291884,0.112556821
0.058934291,0.109540647
0.21604915,0.090060806
0.372076661,0.059464418
0.479736164,0.04890522
0.55033611,0.049256232
0.571131083,0.051179655
0.539455984,0.051938216
0.46647322,0.050022605
0.351844238,0.045070726
0.199806664,0.039525198
5.47E-02,0.037908733
0.001729252,0.036250057
0,0.033602716
0,0.034280488
0,0.040192958
0,0.045154908
0,0.046451858
0,0.050173509
0,0.056042742
0,0.068774193
0,0.080059238
0.00E+00,0.098378356
0,0.116216334
0.001549016,0.120932845
0.059135209,0.11748789
0.208797408,0.099041984
0.356366979,0.06556387
0.459584798,0.052346234
0.526601141,0.059160268
0.546908233,0.067708909
0.515151453,0.076590332
0.441482708,0.083847712
0.331451489,0.076519285
0.190553829,0.076677315
5.45E-02,0.083761916
0.001906467,0.100222118
0,0.129319217
0,0.141701763
0,0.138981449
0,0.129166289
0,0.122906298
0,0.121161026
0,0.126543617
0,0.135788371
0,0.153882012
0,0.159688029
0,0.154635809
0.001736831,0.143447867
0.058753786,0.129030628
0.203280798,0.098432458
0.352696267,0.060070086
0.460194753,0.055892139
0.534082204,0.053128875
0.555649912,0.04593102
0.523222018,0.040788725
0.449379775,0.038274435
0.342183529,0.048194626
0.195413127,0.066694334
5.44E-02,0.097038923
0.001913041,0.123968879
0,0.13552896
0,0.137481285
0,0.133825822
0,0.126398001
0,0.1148809
0,0.107048484
0,0.105573918
0,0.10702271
0,0.116742703
0,0.116277686
0,0.113243905
0.002025214,0.105473937
0.0591219,0.096504841
0.197449335,0.069958351
0.343737835,0.036523244
0.445787893,0.026053364
0.511633669,0.022338806
0.528250483,0.020249865
0.498725769,0.024091742
0.426682746,0.0301087
0.320487351,0.047712642
0.183866819,0.063845574
5.42E-02,0.086475812
0.002167345,0.100956012
0,0.099729599
0,0.091799871
0,0.088213643
0,0.080338379
0,0.070842909
0,0.059510029
0,0.052378777
0,0.046846307
0,0.05508433
0,0.056444775
0,0.057045532
0.002354182,0.056374226
0.064719881,0.052756219
0.214565655,0.042905518
0.362209721,0.024302705
0.465998753,0.020692341
0.539499394,0.020225654
0.568180288,0.020682273
0.53872191,0.024573921
0.468371648,0.029281508
0.359071469,0.035921449
0.210118133,0.047471071
6.24E-02,0.072231323
0.002571445,0.110952803
0,0.149570475
0,0.17704209
0,0.190873776
0,0.190109401
0,0.179892421
0,0.167303091
0,0.15998648
0,0.159716446
0,0.155171211
0,0.151206352
0,0.151022674
0.002842339,0.152688289
0.071856633,0.146999229
